交易日期,品種代碼,魚貨名稱,上價元/公斤,中價元/公斤,下價元/公斤,交易量公斤,交易量漲跌幅+(-)%,平均價元/公斤,平均價漲跌幅+(-)%
2018-09-26,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-24,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-23,1041,虱目魚,100.6,84.7,69.0,4013.3,-12.7,84.7,0.1
2018-09-22,1041,虱目魚,100.0,84.6,69.1,4598.8,14.0,84.6,2.2
2018-09-21,1041,虱目魚,100.0,81.9,68.3,4035.8,-13.8,82.8,-1.1
2018-09-20,1041,虱目魚,100.2,82.8,69.9,4681.9,10.7,83.7,2.4
2018-09-19,1041,虱目魚,100.3,79.9,68.6,4228.0,5.1,81.7,-1.3
2018-09-18,1041,虱目魚,101.4,81.0,69.7,4024.6,0.0,82.8,0.0
2018-09-17,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-16,1041,虱目魚,100.0,85.1,68.2,4329.5,1.5,84.7,1.0
2018-09-15,1041,虱目魚,100.4,83.5,68.6,4267.6,3.7,83.9,-0.2
2018-09-14,1041,虱目魚,100.0,83.8,69.0,4117.2,3.1,84.1,4.9
2018-09-13,1041,虱目魚,100.4,77.2,68.7,3993.1,-9.7,80.2,0.0
2018-09-12,1041,虱目魚,108.2,79.7,68.2,4423.2,-4.5,80.2,-7.8
2018-09-11,1041,虱目魚,108.7,86.7,66.5,4632.1,0.0,87.0,0.0
2018-09-10,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-09,1041,虱目魚,100.2,86.3,64.2,4689.0,3.4,84.7,1.4
2018-09-08,1041,虱目魚,100.7,82.6,69.1,4535.7,14.0,83.5,-2.0
2018-09-07,1041,虱目魚,100.3,85.3,70.0,3978.0,-9.9,85.2,1.5
2018-09-06,1041,虱目魚,101.8,82.8,69.0,4417.0,12.5,83.9,0.7
2018-09-05,1041,虱目魚,100.0,82.8,68.1,3925.0,-8.5,83.3,-0.8
2018-09-04,1041,虱目魚,100.3,83.3,69.7,4289.3,0.0,84.0,0.0
2018-09-03,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-02,1041,虱目魚,100.0,81.5,65.8,4006.4,-10.3,82.1,-2.8
2018-09-01,1041,虱目魚,101.6,84.8,66.2,4468.4,9.7,84.5,-3.2
2018-08-31,1041,虱目魚,100.1,86.4,77.5,4073.8,-9.5,87.3,2.6
2018-08-30,1041,虱目魚,100.0,85.4,69.1,4500.6,-5.4,85.1,1.4
2018-08-29,1041,虱目魚,100.5,83.4,68.6,4755.6,-9.9,83.9,2.4
2018-08-28,1041,虱目魚,102.2,79.0,70.0,5277.0,0.0,81.9,0.0
2018-08-27,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-26,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-25,1041,虱目魚,101.7,93.9,63.0,717.5,-82.1,89.3,7.5
2018-08-24,1041,虱目魚,100.1,82.2,69.1,4015.1,-9.3,83.1,-2.4
2018-08-23,1041,虱目魚,100.5,85.4,69.0,4424.7,4.8,85.1,3.4
2018-08-22,1041,虱目魚,100.2,81.5,66.9,4221.6,-7.1,82.3,-4.1
2018-08-21,1041,虱目魚,101.0,86.0,70.0,4546.3,0.0,85.8,0.0
2018-08-20,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-19,1041,虱目魚,101.3,79.1,67.9,3913.0,-13.1,81.3,-3.4
2018-08-18,1041,虱目魚,101.9,83.4,69.2,4502.0,0.3,84.2,0.7
2018-08-17,1041,虱目魚,100.8,83.1,67.6,4487.6,11.6,83.6,1.3
2018-08-16,1041,虱目魚,100.0,81.8,66.7,4022.0,-3.3,82.5,-1.9
2018-08-15,1041,虱目魚,101.3,83.4,68.9,4160.9,-16.1,84.1,2.9
2018-08-14,1041,虱目魚,101.5,81.8,61.6,4960.5,0.0,81.7,0.0
2018-08-13,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-12,1041,虱目魚,100.3,85.1,69.5,4308.6,0.9,85.0,2.4
2018-08-11,1041,虱目魚,100.0,82.2,68.5,4271.6,-0.5,83.0,2.1
2018-08-10,1041,虱目魚,100.1,80.6,64.9,4293.7,7.7,81.3,-2.6
2018-08-09,1041,虱目魚,100.0,82.5,70.0,3986.9,0.4,83.5,-1.3
2018-08-08,1041,虱目魚,100.0,84.3,70.0,3972.4,-0.9,84.6,0.4
2018-08-07,1041,虱目魚,100.0,83.8,70.0,4008.6,0.0,84.3,0.0
2018-08-06,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-05,1041,虱目魚,102.1,83.8,65.3,4391.8,-2.9,83.7,4.1
2018-08-04,1041,虱目魚,100.7,79.1,63.9,4524.4,25.6,80.4,1.6
2018-08-03,1041,虱目魚,100.3,75.1,70.0,3601.4,0.4,79.1,-1.9
2018-08-02,1041,虱目魚,100.0,77.7,70.0,3585.7,-11.8,80.6,-3.5
2018-08-01,1041,虱目魚,100.0,82.7,69.3,4064.3,-8.9,83.5,0.6
2018-07-31,1041,虱目魚,100.1,81.6,70.0,4459.8,0.0,83.0,0.0
2018-07-30,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-29,1041,虱目魚,100.0,78.7,68.1,4190.3,0.2,80.8,0.5
2018-07-28,1041,虱目魚,101.8,78.0,66.4,4181.6,1.0,80.4,-1.6
2018-07-27,1041,虱目魚,100.2,79.9,68.6,4138.9,8.0,81.7,4.1
2018-07-26,1041,虱目魚,100.1,74.5,69.0,3832.7,-8.3,78.5,-7.0
2018-07-25,1041,虱目魚,100.7,83.8,70.0,4178.3,-9.3,84.4,-6.1
2018-07-24,1041,虱目魚,101.6,90.4,76.4,4606.5,0.0,89.9,0.0
2018-07-23,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-22,1041,虱目魚,101.1,83.7,72.4,4088.6,4.5,84.9,2.0
2018-07-21,1041,虱目魚,101.7,81.7,69.0,3912.2,10.4,83.2,-4.1
2018-07-20,1041,虱目魚,100.1,86.7,73.6,3544.2,-14.5,86.8,-2.4
2018-07-19,1041,虱目魚,100.2,89.8,75.1,4144.5,23.1,88.9,5.7
2018-07-18,1041,虱目魚,100.2,81.9,75.0,3367.4,-25.5,84.1,-5.8
2018-07-17,1041,虱目魚,102.8,89.5,75.2,4522.1,0.0,89.3,0.0
2018-07-16,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,1041,虱目魚,100.6,86.1,73.2,4291.0,-1.9,86.4,-3.0
2018-07-14,1041,虱目魚,101.3,88.8,77.8,4372.0,11.0,89.1,6.8
2018-07-13,1041,虱目魚,101.3,85.6,58.7,3940.3,-2.8,83.4,-2.7
2018-07-12,1041,虱目魚,102.5,86.8,65.9,4055.8,194.0,85.7,-3.9
2018-07-11,1041,虱目魚,100.8,88.4,80.0,1379.6,-67.1,89.2,-0.1
2018-07-10,1041,虱目魚,104.6,87.3,80.0,4188.3,0.0,89.3,0.0
2018-07-09,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-08,1041,虱目魚,100.7,86.5,76.8,3694.9,-11.0,87.4,-3.3
2018-07-07,1041,虱目魚,104.2,90.1,77.4,4153.9,8.6,90.4,2.4
2018-07-06,1041,虱目魚,103.1,86.1,80.0,3823.3,-7.2,88.3,1.5
2018-07-05,1041,虱目魚,101.7,89.5,64.9,4118.2,42.1,87.0,-2.2
2018-07-04,1041,虱目魚,101.6,89.2,75.6,2897.4,-29.8,89.0,0.6
2018-07-03,1041,虱目魚,101.5,87.9,77.2,4126.4,0.0,88.5,0.0
2018-07-02,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,1041,虱目魚,102.2,81.1,63.8,3452.4,10.8,81.8,-1.7
2018-06-30,1041,虱目魚,102.6,80.7,71.5,3116.9,-16.0,83.2,-4.4
2018-06-29,1041,虱目魚,101.9,85.9,75.3,3709.7,-0.9,87.0,-3.7
2018-06-28,1041,虱目魚,101.0,91.6,75.8,3742.2,-0.9,90.3,1.2
2018-06-27,1041,虱目魚,101.8,88.8,77.7,3774.7,-10.6,89.2,4.1
2018-06-26,1041,虱目魚,108.9,87.2,69.6,4222.2,0.0,85.7,0.0
2018-06-25,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-24,1041,虱目魚,103.2,88.0,76.4,3568.8,-14.0,88.7,-0.3
2018-06-23,1041,虱目魚,109.5,86.0,77.3,4147.4,7.6,89.0,1.5
2018-06-22,1041,虱目魚,103.3,87.3,73.3,3854.5,-9.2,87.7,-2.2
2018-06-21,1041,虱目魚,105.7,88.9,76.0,4246.5,0.0,89.7,0.0
2018-06-20,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-19,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-18,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-17,1041,虱目魚,105.4,86.2,73.2,4624.4,9.9,87.4,-5.3
2018-06-16,1041,虱目魚,109.0,90.8,80.0,4208.1,6.0,92.3,4.6
2018-06-15,1041,虱目魚,100.7,87.1,79.2,3970.6,4.8,88.2,-0.7
2018-06-14,1041,虱目魚,102.8,87.7,78.1,3789.4,2.9,88.8,0.2
2018-06-13,1041,虱目魚,102.6,87.5,78.0,3683.0,-5.3,88.6,0.3
2018-06-12,1041,虱目魚,102.3,87.3,77.4,3887.8,0.0,88.3,0.0
2018-06-11,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-10,1041,虱目魚,101.7,85.6,76.0,4010.7,3.6,86.9,-2.0
2018-06-09,1041,虱目魚,104.0,88.4,74.3,3871.9,2.1,88.7,4.0
2018-06-08,1041,虱目魚,100.8,84.6,71.9,3794.0,23.1,85.3,0.5
2018-06-07,1041,虱目魚,102.3,86.7,62.3,3082.9,-7.8,84.9,-3.6
2018-06-06,1041,虱目魚,104.0,85.5,80.0,3343.5,8.6,88.1,-2.8
2018-06-05,1041,虱目魚,110.6,89.4,74.0,3078.7,0.0,90.6,0.0
2018-06-04,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-03,1041,虱目魚,102.0,86.8,71.4,3532.9,-1.7,86.8,0.2
2018-06-02,1041,虱目魚,106.1,84.9,72.1,3595.5,14.7,86.6,4.0
2018-06-01,1041,虱目魚,102.0,83.5,63.7,3135.2,19.8,83.3,-2.1
2018-05-31,1041,虱目魚,102.3,81.8,77.5,2618.1,-25.3,85.1,5.6
2018-05-30,1041,虱目魚,101.4,82.0,55.6,3505.0,-2.6,80.6,-8.8
2018-05-29,1041,虱目魚,102.6,86.5,79.9,3597.7,0.0,88.4,0.0
2018-05-28,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-27,1041,虱目魚,103.4,87.0,77.3,3334.7,-8.1,88.4,0.6
2018-05-26,1041,虱目魚,107.5,84.9,77.2,3628.0,5.4,87.9,23.3
2018-05-25,1041,虱目魚,97.7,73.7,38.0,3440.7,31.6,71.3,-13.9
2018-05-24,1041,虱目魚,97.1,80.0,77.1,2613.9,-23.4,82.8,0.9
2018-05-23,1041,虱目魚,103.8,81.8,61.7,3414.0,-25.7,82.1,-3.2
2018-05-22,1041,虱目魚,104.7,83.3,69.6,4596.7,0.0,84.8,0.0
2018-05-21,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-20,1041,虱目魚,104.6,91.7,67.0,2891.3,-17.3,89.3,4.7
2018-05-19,1041,虱目魚,104.9,82.4,74.6,3494.6,13.6,85.3,1.9
2018-05-18,1041,虱目魚,105.2,82.5,65.9,3075.3,4.2,83.7,2.1
2018-05-17,1041,虱目魚,104.7,80.3,64.4,2952.6,-18.0,82.0,-1.6
2018-05-16,1041,虱目魚,101.0,81.4,71.3,3601.3,-2.7,83.3,-8.0
2018-05-15,1041,虱目魚,105.9,89.9,76.9,3701.3,0.0,90.5,0.0
2018-05-14,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-13,1041,虱目魚,105.1,86.5,66.9,2282.4,-10.3,86.3,-3.5
2018-05-12,1041,虱目魚,115.9,84.8,76.5,2543.2,-17.1,89.4,4.1
2018-05-11,1041,虱目魚,103.8,82.8,77.1,3067.2,-0.9,85.9,0.2
2018-05-10,1041,虱目魚,105.2,82.4,76.4,3095.1,1.4,85.7,6.9
2018-05-09,1041,虱目魚,93.8,80.0,67.2,3053.7,-23.4,80.2,0.6
2018-05-08,1041,虱目魚,102.7,81.9,50.0,3986.7,0.0,79.7,0.0
2018-05-07,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-06,1041,虱目魚,101.5,80.7,50.5,3582.5,-1.6,78.8,-4.1
2018-05-05,1041,虱目魚,102.8,81.4,64.0,3641.4,12.1,82.2,1.2
2018-05-04,1041,虱目魚,102.7,81.1,60.1,3248.6,17.2,81.2,-2.8
2018-05-03,1041,虱目魚,102.1,80.0,75.5,2771.1,-26.7,83.5,0.8
2018-05-02,1041,虱目魚,102.5,82.5,63.9,3781.0,-1.1,82.8,-7.3
2018-05-01,1041,虱目魚,104.3,87.8,78.9,3824.7,0.0,89.3,0.0
2018-04-30,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,1041,虱目魚,101.2,85.5,75.2,3558.3,-9.6,86.5,4.5
2018-04-28,1041,虱目魚,105.4,84.6,54.6,3937.2,40.4,82.8,-2.8
2018-04-27,1041,虱目魚,102.0,85.7,66.7,2805.0,9.7,85.2,2.0
2018-04-26,1041,虱目魚,102.6,82.3,67.8,2556.8,-16.0,83.5,-2.1
2018-04-25,1041,虱目魚,103.0,86.5,64.0,3042.0,-21.5,85.3,2.2
2018-04-24,1041,虱目魚,103.4,84.6,60.3,3873.5,0.0,83.5,0.0
2018-04-23,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22,1041,虱目魚,103.1,84.9,67.9,3034.1,-2.9,85.2,-3.1
2018-04-21,1041,虱目魚,103.5,86.3,77.1,3125.1,8.0,87.9,8.0
2018-04-20,1041,虱目魚,102.1,80.0,64.6,2893.7,-15.2,81.4,-5.0
2018-04-19,1041,虱目魚,101.6,84.4,73.5,3414.0,1.9,85.7,3.3
2018-04-18,1041,虱目魚,103.8,83.7,60.0,3349.3,-4.6,83.0,-4.9
2018-04-17,1041,虱目魚,103.7,84.4,79.6,3512.2,0.0,87.3,0.0
2018-04-16,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-15,1041,虱目魚,103.7,84.5,65.3,3228.5,0.0,84.5,-2.5
2018-04-14,1041,虱目魚,103.0,85.1,75.0,3230.1,-11.7,86.7,4.3
2018-04-13,1041,虱目魚,101.2,83.9,62.5,3658.0,2.8,83.1,0.1
2018-04-12,1041,虱目魚,103.1,82.7,64.0,3558.0,1.0,83.0,-1.7
2018-04-11,1041,虱目魚,103.0,84.6,65.2,3521.3,-7.8,84.4,-2.9
2018-04-10,1041,虱目魚,102.1,85.8,74.8,3820.4,0.0,86.9,0.0
2018-04-09,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-08,1041,虱目魚,104.5,86.0,79.7,3460.9,-29.4,88.4,4.0
2018-04-07,1041,虱目魚,106.1,85.8,61.5,4904.1,0.0,85.0,0.0
2018-04-06,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-05,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04,1041,虱目魚,102.6,84.8,72.8,3837.2,1.2,85.9,-1.4
2018-04-03,1041,虱目魚,102.9,85.8,75.5,3793.0,0.0,87.1,0.0
2018-04-02,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,1041,虱目魚,102.6,84.2,73.1,3296.3,-17.9,85.6,-3.3
2018-03-31,1041,虱目魚,103.7,87.0,77.6,4015.4,6.4,88.5,1.8
2018-03-30,1041,虱目魚,101.9,85.5,75.9,3775.2,17.3,86.9,4.7
2018-03-29,1041,虱目魚,104.3,83.3,60.6,3219.2,10.2,83.0,-1.3
2018-03-28,1041,虱目魚,102.9,81.9,72.0,2920.5,-11.2,84.1,-2.0
2018-03-27,1041,虱目魚,101.7,84.1,75.2,3287.4,0.0,85.8,0.0
2018-03-26,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-25,1041,虱目魚,103.8,82.0,60.8,3030.4,-10.4,82.1,-3.9
2018-03-24,1041,虱目魚,102.5,83.5,73.9,3383.9,9.1,85.4,1.5
2018-03-23,1041,虱目魚,100.9,82.3,73.0,3100.7,13.0,84.1,-1.2
2018-03-22,1041,虱目魚,102.1,81.5,79.5,2744.0,-9.5,85.1,2.0
2018-03-21,1041,虱目魚,101.3,81.9,70.2,3030.6,-5.0,83.4,-2.8
2018-03-20,1041,虱目魚,103.0,82.1,79.6,3190.3,0.0,85.8,0.0
2018-03-19,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-18,1041,虱目魚,102.4,82.9,61.8,3910.3,11.0,82.6,-5.1
2018-03-17,1041,虱目魚,103.2,84.9,77.3,3522.9,9.3,87.0,7.7
2018-03-16,1041,虱目魚,100.4,80.3,43.3,3224.6,-2.0,80.8,-4.2
2018-03-15,1041,虱目魚,101.3,85.1,65.8,3290.0,-10.1,84.3,-1.7
2018-03-14,1041,虱目魚,101.9,84.2,74.6,3657.9,5.2,85.8,-2.7
2018-03-13,1041,虱目魚,105.5,86.9,74.7,3475.7,0.0,88.2,0.0
2018-03-12,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-11,1041,虱目魚,102.8,86.5,69.8,3824.8,5.4,86.4,-3.2
2018-03-10,1041,虱目魚,105.8,90.2,70.1,3630.1,-2.5,89.3,4.6
2018-03-09,1041,虱目魚,101.4,86.1,67.5,3723.9,4.7,85.4,-4.2
2018-03-08,1041,虱目魚,104.0,88.1,77.3,3557.8,0.0,89.1,0.0
2018-03-07,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-06,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-05,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-04,1041,虱目魚,104.5,87.3,78.8,3245.7,-4.2,89.0,-3.3
2018-03-03,1041,虱目魚,101.5,93.5,78.2,3387.9,-3.5,92.0,7.4
2018-03-02,1041,虱目魚,101.6,83.0,77.6,3510.8,-16.2,85.7,2.5
2018-03-01,1041,虱目魚,102.1,83.3,66.0,4191.2,8.5,83.6,2.0
2018-02-28,1041,虱目魚,102.1,82.9,59.4,3863.5,-14.6,82.0,-4.3
2018-02-27,1041,虱目魚,102.2,86.3,67.3,4524.4,0.0,85.7,0.0
2018-02-26,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-25,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-24,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-23,1041,虱目魚,104.0,84.7,80.0,3973.2,4.5,87.5,0.6
2018-02-22,1041,虱目魚,101.8,84.5,80.0,3802.3,46.2,87.0,3.8
2018-02-21,1041,虱目魚,100.4,80.0,78.6,2600.8,0.0,83.8,0.0
2018-02-20,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-19,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-18,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-17,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-16,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-15,1041,虱目魚,100.0,92.5,53.0,3161.5,-43.3,86.1,-2.0
2018-02-14,1041,虱目魚,100.2,89.8,69.7,5573.1,-2.7,87.9,3.9
2018-02-13,1041,虱目魚,100.2,87.4,60.5,5725.9,5.1,84.6,-1.2
2018-02-12,1041,虱目魚,101.1,88.5,61.3,5450.0,-5.0,85.6,0.6
2018-02-11,1041,虱目魚,100.1,88.8,59.1,5738.9,0.6,85.1,-1.6
2018-02-10,1041,虱目魚,101.2,89.0,64.3,5707.3,42.7,86.5,9.6
2018-02-09,1041,虱目魚,101.0,80.0,53.4,3998.2,0.7,78.9,-6.6
2018-02-08,1041,虱目魚,102.3,83.8,68.8,3971.7,-3.6,84.5,0.7
2018-02-07,1041,虱目魚,101.5,82.3,71.1,4122.0,-8.9,83.9,1.5
2018-02-06,1041,虱目魚,102.9,81.5,66.3,4522.9,0.0,82.7,0.0
2018-02-05,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-04,1041,虱目魚,101.4,86.4,69.4,3359.7,-4.8,86.0,2.5
2018-02-03,1041,虱目魚,103.6,82.3,69.0,3530.5,3.2,83.9,0.7
2018-02-02,1041,虱目魚,100.1,82.3,69.3,3420.9,15.6,83.3,1.1
2018-02-01,1041,虱目魚,100.0,80.6,70.4,2958.3,-28.0,82.4,3.6
2018-01-31,1041,虱目魚,100.0,79.0,60.4,4106.8,10.3,79.5,-4.1
2018-01-30,1041,虱目魚,100.1,81.1,71.1,3724.6,0.0,82.9,0.0
2018-01-29,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-28,1041,虱目魚,100.1,77.2,30.5,3556.6,-8.3,81.4,7.4
2018-01-27,1041,虱目魚,100.5,79.4,40.3,3880.4,12.3,75.8,-8.0
2018-01-26,1041,虱目魚,100.0,82.5,64.2,3453.9,24.8,82.4,2.9
2018-01-25,1041,虱目魚,100.2,78.7,64.0,2768.4,-15.6,80.1,-2.3
2018-01-24,1041,虱目魚,100.1,81.2,66.2,3280.4,-7.1,82.0,-3.6
2018-01-23,1041,虱目魚,100.5,85.7,67.7,3530.4,0.0,85.1,0.0
2018-01-22,9999,休市,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-21,1041,虱目魚,100.4,82.0,59.4,4105.3,12.7,81.2,0.4
2018-01-20,1041,虱目魚,101.3,81.2,59.7,3641.4,11.5,80.9,-0.4
2018-01-19,1041,虱目魚,100.7,82.0,59.6,3264.7,13.4,81.2,1.6
2018-01-18,1041,虱目魚,104.0,79.5,68.6,2878.9,-17.5,79.9,2.6
